emoji,sentiment_score,count,pos_ratio,neg_ratio,neu_ratio,percent_very_pos,percent_pos,percent_somewhat_pos,percent_neutral,percent_very_neg,percent_neg,percent_somewhat_neg,confidence_interval
🐶,0.4444444444444445,15,0.75,0.03571428571428571,0.21428571428571427,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.2,0.0,0.0,0.06666666666666667,0.3981736081437621
😲,0.1111111111111111,15,0.43478260869565216,0.21739130434782608,0.34782608695652173,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0,0.06666666666666667,0.2,0.4036491325671619
😟,-0.19999999999999998,15,0.2413793103448276,0.5517241379310345,0.20689655172413793,0.06666666666666667,0.13333333333333333,0.0,0.2,0.06666666666666667,0.3333333333333333,0.2,0.41261356685833245
🍺,0.3555555555555555,15,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.4,0.26666666666666666,0.0,0.0,0.0,0.34571150464577316
🐰,0.4222222222222222,15,0.7407407407407407,0.037037037037037035,0.2222222222222222,0.06666666666666667,0.4666666666666667,0.2,0.2,0.0,0.0,0.06666666666666667,0.37221164827435366
🐷,0.14285714285714285,14,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.0,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.0,0.07142857142857142,0.07142857142857142,0.3932507518697883
❣️,0.6666666666666666,12,0.9230769230769231,0.0,0.07692307692307693,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.40759023292983604
🚗,0.6388888888888888,12,0.92,0.0,0.08,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.40759023292983604
🤔,0.08333333333333333,12,0.34782608695652173,0.21739130434782608,0.43478260869565216,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.0,0.16666666666666666,0.08333333333333333,0.4513548627424015
🏝,0.38888888888888884,12,0.7,0.0,0.3,0.08333333333333333,0.25,0.4166666666666667,0.25,0.0,0.0,0.0,0.4149613587949235
🎧,0.38888888888888884,12,0.6363636363636364,0.0,0.36363636363636365,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3685297022142739
🌺,0.6666666666666666,12,0.9230769230769231,0.0,0.07692307692307693,0.4166666666666667,0.25,0.25,0.08333333333333333,0.0,0.0,0.0,0.4149613587949235
😮‍💨,-0.13888888888888887,12,0.10526315789473684,0.3684210526315789,0.5263157894736842,0.0,0.08333333333333333,0.0,0.4166666666666667,0.0,0.08333333333333333,0.4166666666666667,0.3846302172742074
😮,0.16666666666666666,12,0.2727272727272727,0.0,0.7272727272727273,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3266666666666667
😵‍💫,-0.1111111111111111,12,0.05555555555555555,0.2777777777777778,0.6666666666666666,0.0,0.0,0.08333333333333333,0.5,0.0,0.0,0.4166666666666667,0.3429646446424871
😖,-0.27777777777777773,12,0.15,0.65,0.2,0.0,0.0,0.25,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.45403355013309826
😛,0.25,12,0.47368421052631576,0.0,0.5263157894736842,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.3734327519139426
😙,0.5,12,0.9090909090909091,0.09090909090909091,0.0,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.0,0.0,0.08333333333333333,0.0,0.40759023292983604
💅,0.4166666666666667,12,0.8823529411764706,0.0,0.11764705882352941,0.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.0,0.0,0.0,0.33400840732175613
💫,0.05555555555555555,12,0.25,0.15,0.6,0.08333333333333333,0.0,0.16666666666666666,0.5,0.0,0.0,0.25,0.3970408217569248
🤨,-0.16666666666666666,12,0.15,0.45,0.4,0.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.25,0.25,0.44594922028265405
☕,0.3333333333333333,12,0.5454545454545454,0.0,0.45454545454545453,0.08333333333333333,0.25,0.25,0.4166666666666667,0.0,0.0,0.0,0.4149613587949235
☁️,0.36363636363636365,11,0.65,0.05,0.3,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.0,0.0,0.09090909090909091,0.46526209864522877
🌙,0.3,10,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.0,0.4,0.2,0.3,0.0,0.0,0.1,0.461976430375211
☝,0.37037037037037035,9,0.625,0.0,0.375,0.0,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.44896039034503415
🧑‍💻,-0.03703703703703703,9,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.49899157567296926
💤,0.037037037037037035,9,0.058823529411764705,0.0,0.9411764705882353,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.2177777777777778
✅,0.7777777777777778,9,1.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.4170126958227606
💸,-0.14814814814814814,9,0.3333333333333333,0.6666666666666666,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.4444444444444444,0.4869659150999542
🔫,1.2335811384723961e-17,9,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.533444432872781
🖐️,0.37037037037037035,9,0.625,0.0,0.375,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.44896039034503415
💘,0.7777777777777778,9,0.9130434782608695,0.0,0.08695652173913043,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.407424915448718
💟,0.25925925925925924,9,0.5882352941176471,0.17647058823529413,0.23529411764705882,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.533444432872781
💩,-0.2222222222222222,9,0.25,0.625,0.125,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.4444444444444444,0.2222222222222222,0.4869659150999542
👑,0.6666666666666666,9,0.9,0.0,0.1,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.407424915448718
📷,0.7407407407407407,9,0.9090909090909091,0.0,0.09090909090909091,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.44896039034503415
💻,0.2222222222222222,9,0.375,0.0,0.625,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.42638493785115983
🐣,0.5925925925925926,9,1.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.407424915448718
🎊,0.8148148148148148,9,1.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.407424915448718
🎄,0.6666666666666666,9,1.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.42638493785115983
😗,0.1111111111111111,9,0.26666666666666666,0.06666666666666667,0.6666666666666666,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.0,0.0,0.1111111111111111,0.44896039034503415
🎈,0.6296296296296295,9,0.8947368421052632,0.0,0.10526315789473684,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.49899157567296926
🤡,-0.25925925925925924,9,0.13333333333333333,0.6,0.26666666666666666,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.49899157567296926
🌹,0.5925925925925926,9,0.8,0.0,0.2,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.4869659150999542
😹,0.3333333333333333,9,0.6666666666666666,0.06666666666666667,0.26666666666666666,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.0,0.0,0.1111111111111111,0.533444432872781
😠,-0.5185185185185186,9,0.0,0.875,0.125,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.47045376921775584
🍾,0.8148148148148148,9,1.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.3443369007738902
😾,1.2335811384723961e-17,9,0.4375,0.4375,0.125,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,0.533444432872781
🍗,0.4074074074074074,9,0.6470588235294118,0.0,0.35294117647058826,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.49899157567296926
😨,-0.25925925925925924,9,0.0,0.4117647058823529,0.5882352941176471,0.0,0.0,0.0,0.5555555555555556,0.0,0.3333333333333333,0.1111111111111111,0.407424915448718
🍑,0.18518518518518517,9,0.29411764705882354,0.0,0.7058823529411765,0.0,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.37720217587055554
👽,-0.14814814814814814,9,0.1875,0.4375,0.375,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111,0.5184148044423698
👸,0.4444444444444444,9,0.6,0.0,0.4,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.47045376921775584
🍆,0.1111111111111111,9,0.26666666666666666,0.06666666666666667,0.6666666666666666,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.0,0.0,0.1111111111111111,0.44896039034503415
🍃,0.2962962962962963,9,0.6111111111111112,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.533444432872781
🤞,0.18518518518518517,9,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.0,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.0,0.1111111111111111,0.47045376921775584
🟩,0.07407407407407406,9,0.3125,0.1875,0.5,0.0,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.0,0.47045376921775584
🤟,0.0,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4444444444444444,0.4869659150999542
🤦‍♀,-0.14814814814814814,9,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.4869659150999542
🤒,-0.41666666666666663,8,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.125,0.0,0.375,0.5,0.44890143684332307
🎤,0.41666666666666663,8,0.7142857142857143,0.0,0.2857142857142857,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.47217581471312137
🍪,0.25,8,0.42857142857142855,0.0,0.5714285714285714,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.47217581471312137
⛱️,0.6666666666666666,6,0.8571428571428571,0.0,0.14285714285714285,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.5466178840022627
👷‍,0.6666666666666666,6,0.8571428571428571,0.0,0.14285714285714285,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.602343571209802
👿,-0.2222222222222222,6,0.25,0.75,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.4845249678235834
💎,0.5555555555555555,6,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.5466178840022627
👁,0.22222222222222224,6,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.6367905638608524
📺,0.5,6,0.8181818181818182,0.0,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6367905638608524
📼,0.27777777777777773,6,0.5555555555555556,0.0,0.4444444444444444,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.5466178840022627
💭,0.27777777777777773,6,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.6852217808044991
🔸,0.1111111111111111,6,0.2,0.0,0.8,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.41320428092866834
📗,-0.05555555555555556,6,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.0,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.4845249678235834
📖,0.1111111111111111,6,0.2,0.0,0.8,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.41320428092866834
📚,0.05555555555555555,6,0.09090909090909091,0.0,0.9090909090909091,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.3266666666666667
📣,0.3333333333333333,6,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.6367905638608524
⛰️,0.6666666666666666,6,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.5843590981199451
✔,0.3888888888888889,6,0.6363636363636364,0.0,0.36363636363636365,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6367905638608524
💳,0.5,6,0.6923076923076923,0.0,0.3076923076923077,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.5466178840022627
🧁,0.1111111111111111,6,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.16666666666666666,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.6023435712098021
🥘,0.05555555555555556,6,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.6367905638608524
🥱,0.055555555555555546,6,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.685221780804499
✝️,0.611111111111111,6,1.0,0.0,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.5466178840022627
⚡,0.27777777777777773,6,0.5555555555555556,0.0,0.4444444444444444,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.0,0.5466178840022627
⚔️,0.4444444444444444,6,0.8,0.0,0.2,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5466178840022627
☝️,0.8333333333333334,6,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.43826932358995874
🌬️,0.11111111111111112,6,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.6023435712098021
🌧️,-0.055555555555555546,6,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6367905638608524
🌟,0.7777777777777777,6,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.41320428092866834
🎥,0.3333333333333333,6,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.43826932358995874
🏡,0.3333333333333333,6,0.5,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.6023435712098021
🏳️‍🌈,0.2222222222222222,6,0.4,0.0,0.6,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.5466178840022627
🐺,0.2222222222222222,6,0.4,0.0,0.6,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.5466178840022627
🎁,0.5,6,0.8181818181818182,0.0,0.18181818181818182,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.4845249678235834
🏖,0.4444444444444444,6,0.8,0.0,0.2,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.6023435712098021
🏝️,0.38888888888888884,6,1.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.3266666666666667
👆,0.1111111111111111,6,0.5,0.25,0.25,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.6367905638608524
👙,0.1111111111111111,6,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.16666666666666666,0.16666666666666666,0.0,0.5,0.16666666666666666,0.0,0.0,0.6023435712098021
🏐,0.38888888888888884,6,0.5384615384615384,0.0,0.46153846153846156,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.5466178840022627
👣,0.5555555555555555,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.41320428092866834
🐱,0.5555555555555555,6,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.41320428092866834
🏙️,0.6666666666666666,6,1.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.4845249678235834
💆‍,0.2222222222222222,6,0.5833333333333334,0.25,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.685221780804499
💐,1.0,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
💌,0.16666666666666666,6,0.2727272727272727,0.0,0.7272727272727273,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.4845249678235834
🍓,0.16666666666666666,6,0.2727272727272727,0.0,0.7272727272727273,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.4845249678235834
🍒,0.3333333333333333,6,0.8,0.2,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.5466178840022627
🏄,0.3333333333333333,6,0.5,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.6023435712098021
🍹,0.7222222222222222,6,1.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.5466178840022627
🍡,0.5,6,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.43826932358995874
🍟,0.4444444444444444,6,0.8,0.0,0.2,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.6023435712098021
🍜,0.5,6,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.43826932358995874
🍔,0.5555555555555555,6,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6023435712098021
🏋️,0.38888888888888884,6,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.4845249678235834
😯,0.3333333333333333,6,0.7,0.1,0.2,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.602343571209802
🏅,0.4444444444444444,6,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6367905638608524
🎼,0.11111111111111112,6,0.625,0.375,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5,0.5466178840022627
🏃,0.611111111111111,6,1.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.3266666666666667
🤓,-0.2222222222222222,6,0.0,0.4,0.6,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.5466178840022627
🤙,0.4444444444444444,6,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.41320428092866834
🌍,0.3333333333333333,6,0.875,0.125,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.4845249678235834
😿,-0.7777777777777777,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.41320428092866834
😽,0.611111111111111,6,0.8461538461538461,0.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6367905638608524
🍿,0.4444444444444444,6,0.8,0.0,0.2,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5466178840022627
🎀,0.4444444444444444,6,0.8,0.0,0.2,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5466178840022627
😻,0.611111111111111,6,0.8461538461538461,0.0,0.15384615384615385,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.4845249678235834
🇯🇵,0.27777777777777773,6,0.38461538461538464,0.0,0.6153846153846154,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.4845249678235834
⭐,0.5,6,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.43826932358995874
🙅‍,-0.05555555555555556,6,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.0,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.6367905638608524
🌼,0.7777777777777778,6,1.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.5466178840022627
🚀,0.5,6,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.43826932358995874
🙋,0.3333333333333333,6,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.43826932358995874
🛵,0.2222222222222222,6,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.41320428092866834
🙆‍,0.4444444444444444,6,0.8,0.0,0.2,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.5466178840022627
🧑‍🧑‍👦,0.7777777777777777,6,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.41320428092866834
🧾,0.16666666666666666,6,0.2727272727272727,0.0,0.7272727272727273,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.4845249678235834
☀,0.5,6,0.6923076923076923,0.0,0.3076923076923077,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6367905638608524
🇹🇭,0.5555555555555556,6,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.6367905638608524
⬛,0.16666666666666666,6,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.43826932358995874
🟢,0.3333333333333333,6,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6023435712098021
🌑,0.27777777777777773,6,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5466178840022627
🌃,0.5555555555555555,6,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.5466178840022627
⁉️,-0.38888888888888884,6,0.18181818181818182,0.8181818181818182,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.4845249678235834
🤢,-0.16666666666666666,6,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.6367905638608524
💃,0.26666666666666666,5,0.5,0.0,0.5,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.6320810074666063
👎,-0.7333333333333333,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6320810074666063
🏷️,0.2,5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.5814299613883
⬇️,-0.26666666666666666,5,0.125,0.625,0.25,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.7121033632837299
🌽,0.3333333333333333,5,0.5555555555555556,0.0,0.4444444444444444,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.6320810074666063
🙉,-0.26666666666666666,5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.39199999999999996
